"","obs","state"
"1249",5,"State_3"
"1250",11,"State_3"
"1251",11,"State_3"
"1252",8,"State_3"
"1253",10,"State_3"
"1254",6,"State_3"
"1255",24,"State_2"
"1256",22,"State_2"
"1257",14,"State_2"
"1258",18,"State_2"
"1259",14,"State_2"
"1260",11,"State_3"
"1261",7,"State_3"
"1262",5,"State_3"
"1263",12,"State_3"
"1264",4,"State_3"
"1265",0,"State_1"
"1266",2,"State_1"
"1267",16,"State_2"
"1268",11,"State_3"
"1269",8,"State_3"
"1270",12,"State_3"
"1271",10,"State_3"
"1272",10,"State_3"
"1273",10,"State_3"
"1274",11,"State_3"
"1275",9,"State_3"
"1276",7,"State_3"
"1277",8,"State_3"
"1278",9,"State_3"
"1279",6,"State_3"
"1280",7,"State_3"
"1281",6,"State_3"
"1282",7,"State_3"
"1283",1,"State_1"
"1284",4,"State_1"
"1285",6,"State_3"
"1286",7,"State_3"
"1287",6,"State_3"
"1288",15,"State_2"
"1289",13,"State_2"
"1290",13,"State_2"
"1291",22,"State_2"
"1292",15,"State_2"
"1293",19,"State_2"
"1294",21,"State_2"
"1295",15,"State_2"
"1296",12,"State_2"
"1297",17,"State_2"
"1298",24,"State_2"
"1299",24,"State_2"
"1300",21,"State_2"
"1301",27,"State_2"
"1302",20,"State_2"
"1303",19,"State_2"
"1304",18,"State_2"
"1305",17,"State_2"
"1306",23,"State_2"
"1307",27,"State_2"
"1308",2,"State_1"
"1309",2,"State_1"
"1310",3,"State_1"
"1311",0,"State_1"
"1312",0,"State_1"
"1313",1,"State_1"
"1314",20,"State_2"
"1315",21,"State_2"
"1316",19,"State_2"
"1317",14,"State_2"
"1318",17,"State_2"
"1319",20,"State_2"
"1320",21,"State_2"
"1321",13,"State_2"
"1322",14,"State_2"
"1323",23,"State_2"
"1324",21,"State_2"
"1325",25,"State_2"
"1326",16,"State_2"
"1327",26,"State_2"
"1328",19,"State_2"
"1329",19,"State_2"
"1330",20,"State_2"
"1331",19,"State_2"
"1332",16,"State_2"
"1333",19,"State_2"
"1334",17,"State_2"
"1335",2,"State_1"
"1336",11,"State_3"
"1337",17,"State_3"
"1338",10,"State_3"
"1339",8,"State_3"
"1340",10,"State_3"
"1341",6,"State_3"
"1342",6,"State_3"
"1343",5,"State_3"
"1344",7,"State_3"
"1345",10,"State_3"
"1346",13,"State_3"
"1347",6,"State_3"
"1348",4,"State_3"
"1349",12,"State_3"
"1350",9,"State_3"
"1351",21,"State_2"
"1352",17,"State_2"
"1353",15,"State_2"
"1354",28,"State_2"
"1355",22,"State_2"
"1356",24,"State_2"
"1357",23,"State_2"
"1358",24,"State_2"
"1359",21,"State_2"
"1360",17,"State_2"
"1361",18,"State_2"
"1362",15,"State_2"
"1363",26,"State_2"
"1364",23,"State_2"
"1365",24,"State_2"
"1366",27,"State_2"
"1367",10,"State_3"
"1368",9,"State_3"
"1369",9,"State_3"
"1370",8,"State_3"
"1371",10,"State_3"
"1372",6,"State_3"
"1373",10,"State_3"
"1374",4,"State_3"
"1375",10,"State_3"
"1376",8,"State_3"
"1377",13,"State_3"
"1378",8,"State_3"
"1379",7,"State_3"
"1380",6,"State_3"
"1381",8,"State_3"
"1382",8,"State_3"
"1383",6,"State_3"
"1384",8,"State_3"
"1385",4,"State_3"
"1386",3,"State_3"
"1387",6,"State_3"
"1388",5,"State_3"
"1389",3,"State_3"
"1390",7,"State_3"
"1391",12,"State_3"
"1392",7,"State_3"
"1393",11,"State_3"
"1394",5,"State_3"
"1395",5,"State_3"
"1396",11,"State_3"
"1397",13,"State_3"
"1398",11,"State_3"
"1399",10,"State_3"
"1400",9,"State_3"
"1401",8,"State_3"
"1402",4,"State_3"
"1403",9,"State_3"
"1404",8,"State_3"
"1405",7,"State_3"
"1406",7,"State_3"
"1407",9,"State_3"
"1408",4,"State_3"
"1409",11,"State_3"
"1410",10,"State_3"
"1411",7,"State_3"
"1412",9,"State_3"
"1413",13,"State_3"
"1414",6,"State_3"
"1415",6,"State_3"
"1416",9,"State_3"
"1417",10,"State_3"
"1418",8,"State_3"
"1419",5,"State_3"
"1420",10,"State_3"
"1421",6,"State_3"
"1422",9,"State_3"
"1423",11,"State_3"
"1424",0,"State_1"
"1425",1,"State_1"
"1426",0,"State_1"
"1427",1,"State_1"
"1428",1,"State_1"
"1429",1,"State_1"
"1430",1,"State_1"
"1431",0,"State_1"
"1432",2,"State_1"
"1433",1,"State_1"
"1434",0,"State_1"
"1435",20,"State_3"
"1436",8,"State_3"
"1437",12,"State_3"
"1438",6,"State_3"
"1439",13,"State_3"
"1440",6,"State_3"
"1441",8,"State_3"
"1442",7,"State_3"
"1443",4,"State_3"
"1444",9,"State_3"
"1445",6,"State_3"
"1446",13,"State_3"
"1447",12,"State_3"
"1448",6,"State_3"
"1449",7,"State_3"
"1450",8,"State_3"
"1451",14,"State_3"
"1452",11,"State_3"
"1453",11,"State_3"
"1454",8,"State_3"
"1455",8,"State_3"
"1456",12,"State_3"
"1457",9,"State_3"
"1458",8,"State_3"
"1459",7,"State_3"
"1460",4,"State_3"
"1461",7,"State_3"
"1462",9,"State_3"
"1463",9,"State_3"
"1464",12,"State_3"
"1465",8,"State_3"
"1466",10,"State_3"
"1467",7,"State_3"
"1468",8,"State_3"
"1469",9,"State_3"
"1470",5,"State_3"
"1471",4,"State_3"
"1472",6,"State_3"
"1473",8,"State_3"
"1474",12,"State_3"
"1475",16,"State_3"
"1476",7,"State_3"
"1477",8,"State_3"
"1478",6,"State_3"
"1479",7,"State_3"
"1480",5,"State_3"
"1481",7,"State_3"
"1482",7,"State_3"
"1483",6,"State_3"
"1484",7,"State_3"
"1485",0,"State_1"
"1486",1,"State_1"
"1487",1,"State_1"
"1488",1,"State_1"
"1489",1,"State_1"
"1490",2,"State_1"
"1491",3,"State_1"
"1492",0,"State_1"
"1493",2,"State_1"
"1494",0,"State_1"
"1495",0,"State_1"
"1496",1,"State_1"
"1497",0,"State_1"
"1498",0,"State_1"
"1499",1,"State_1"
"1500",1,"State_1"
